Id, Open, Close, High, Low, Volume, Name, Date
372,65.4107,63.076,66.058,62.3738,45359290,$TSLA,12/20/18-2018
373,63.48,63.954,64.694,62.488,40084005,$TSLA,12/21/18-2018
374,62.7,59.078,62.9,59.039,27799565,$TSLA,12/24/18-2018
375,60.0,65.218,65.394,58.818,40815690,$TSLA,12/26/18-2018
376,63.968,63.226,64.43434,60.3,42875665,$TSLA,12/27/18-2018
377,64.62,66.774,67.248,63.682,49694960,$TSLA,12/28/18-2018
378,67.558,66.56,67.842,65.052,31511690,$TSLA,12/31/18-2018
379,61.22,62.024,63.026,59.76,58293240,$TSLA,01/02/19-2019
380,61.4,60.072,61.88,59.476,34825920,$TSLA,01/03/19-2019
381,61.2,63.538,63.6,60.546,36970580,$TSLA,01/04/19-2019
382,64.344,66.992,67.348,63.55016,37756125,$TSLA,01/07/19-2019
383,68.392,67.07,68.802,65.404,35042580,$TSLA,01/08/19-2019
384,67.1,67.706,68.7005,66.294,27164725,$TSLA,01/09/19-2019
385,66.88,68.994,69.078,66.358,30281770,$TSLA,01/10/19-2019
386,68.418,69.452,69.682,67.754,25195260,$TSLA,01/11/19-2019
387,68.476,66.88,68.5,66.8,26236420,$TSLA,01/14/19-2019
388,67.0,68.886,69.76,66.9,30282950,$TSLA,01/15/19-2019
389,68.956,69.21,70.4,68.7,23458695,$TSLA,01/16/19-2019
390,69.242,69.462,70.3,68.83,18383665,$TSLA,01/17/19-2019
391,64.6,60.452,65.42594,59.94602,120753815,$TSLA,01/18/19-2019
392,60.964,59.784,61.6,59.1,60333705,$TSLA,01/22/19-2019
393,58.5,57.518,58.9,56.338,62649965,$TSLA,01/23/19-2019
394,56.606,58.302,58.736,55.85662,40060775,$TSLA,01/24/19-2019
395,58.878,59.408,59.7039,57.91,36290390,$TSLA,01/25/19-2019
396,58.582,59.276,59.492,57.55,32116395,$TSLA,01/28/19-2019
397,59.054,59.492,59.71132,58.36,23108460,$TSLA,01/29/19-2019
398,60.09,61.754,61.8,59.698,56251590,$TSLA,01/30/19-2019
399,60.2,61.404,62.31272,58.8,62846225,$TSLA,01/31/19-2019
400,61.084,62.442,63.22,60.7,36417205,$TSLA,02/01/19-2019
401,62.596,62.578,63.06,60.376,36760410,$TSLA,02/04/19-2019
402,62.498,64.27,64.488,62.44988,33713825,$TSLA,02/05/19-2019
403,63.918,63.444,64.848,63.1248,25192730,$TSLA,02/06/19-2019
404,62.66,61.502,62.94,60.6,32603055,$TSLA,02/07/19-2019
405,61.366,61.16,61.489,59.7,29221060,$TSLA,02/08/19-2019
406,62.32,62.568,63.72,62.1,35648565,$TSLA,02/11/19-2019
407,63.24,62.362,63.638,61.924,27587850,$TSLA,02/12/19-2019
408,62.47,61.634,62.55,61.114,25708085,$TSLA,02/13/19-2019
409,60.676,60.754,61.354,60.2,26004160,$TSLA,02/14/19-2019
410,60.9,61.576,61.6,60.78,19524735,$TSLA,02/15/19-2019
411,61.312,61.128,62.30884,61.094,20842215,$TSLA,02/19/19-2019
412,60.882,60.512,61.26,59.8,35710585,$TSLA,02/20/19-2019
413,60.362,58.246,60.64798,58.1,44545910,$TSLA,02/21/19-2019
414,58.898,58.942,59.3,58.42,28702790,$TSLA,02/22/19-2019
415,59.582,59.754,60.58088,59.4001,33132610,$TSLA,02/25/19-2019
416,58.444,59.572,60.402,57.75402,42912675,$TSLA,02/26/19-2019
417,60.356,62.948,63.259,60.11,55919540,$TSLA,02/27/19-2019
418,63.784,63.976,64.0,62.162,52603265,$TSLA,02/28/19-2019
419,61.388,58.958,61.426,58.38,114556875,$TSLA,03/01/19-2019
420,59.624,57.072,59.8,56.556,85484090,$TSLA,03/04/19-2019
421,56.4,55.308,56.8,54.02,93823700,$TSLA,03/05/19-2019
422,55.296,55.248,56.30116,54.878,51677425,$TSLA,03/06/19-2019
423,55.768,55.318,56.94,54.85,47212415,$TSLA,03/07/19-2019
424,55.382,56.828,57.118,55.178,44098125,$TSLA,03/08/19-2019
425,56.704,58.184,58.256,56.1,36961390,$TSLA,03/11/19-2019
426,57.298,56.672,57.614,56.212,37520685,$TSLA,03/12/19-2019
427,56.78,57.792,58.398,56.54,34223595,$TSLA,03/13/19-2019
428,58.49,57.992,59.078,57.658,35517235,$TSLA,03/14/19-2019
429,56.702,55.086,56.74488,54.88,73927655,$TSLA,03/15/19-2019
430,55.2,53.898,55.61,53.46,51404900,$TSLA,03/18/19-2019
431,53.5,53.494,54.66,52.692,59003150,$TSLA,03/19/19-2019
432,53.938,54.72,54.994,53.26,34541120,$TSLA,03/20/19-2019
433,54.52,54.804,55.29,53.69,29735490,$TSLA,03/21/19-2019
434,54.516,52.906,54.56,52.8,43703870,$TSLA,03/22/19-2019
435,51.942,52.084,52.636,50.892,51075145,$TSLA,03/25/19-2019
436,52.888,53.554,54.052,52.886,36754740,$TSLA,03/26/19-2019
437,53.75,54.966,55.074,53.63676,43895830,$TSLA,03/27/19-2019
438,55.432,55.724,56.066,55.02,33870465,$TSLA,03/28/19-2019
439,55.74,55.972,56.032,54.9,29956690,$TSLA,03/29/19-2019
440,56.524,57.836,57.84,56.2562,40552195,$TSLA,04/01/19-2019
441,57.66,57.176,57.888,56.776,27394700,$TSLA,04/02/19-2019
442,57.464,58.362,59.234,57.434,39649320,$TSLA,04/03/19-2019
443,52.378,53.556,54.24,52.118,118603645,$TSLA,04/04/19-2019
444,53.972,54.992,55.22,53.222,65191285,$TSLA,04/05/19-2019
445,55.538,54.64,56.232,54.088,52052180,$TSLA,04/08/19-2019
446,54.33,54.462,55.0,53.922,29520155,$TSLA,04/09/19-2019
447,55.348,55.212,55.676,54.5785,35306570,$TSLA,04/10/19-2019
448,53.66,53.684,54.1,53.12,49179635,$TSLA,04/11/19-2019
449,54.044,53.54,54.39,53.366,33729870,$TSLA,04/12/19-2019
450,53.726,53.276,53.776,51.726,50192895,$TSLA,04/15/19-2019
451,53.15,54.672,55.0,52.944,36364650,$TSLA,04/16/19-2019
452,54.95,54.246,54.958,53.707,25632340,$TSLA,04/17/19-2019
453,54.246,54.652,54.968,53.95,29381625,$TSLA,04/18/19-2019
454,53.8,52.55,53.936,52.496,60735705,$TSLA,04/22/19-2019
455,52.03,52.78,53.12,51.15,54719295,$TSLA,04/23/19-2019
456,52.77,51.732,53.064,51.6,53637270,$TSLA,04/24/19-2019
457,51.0,49.526,51.8,49.214,109246965,$TSLA,04/25/19-2019
458,49.3,47.028,49.336,46.226,111803545,$TSLA,04/26/19-2019
459,47.172,48.294,48.796,46.434,83572380,$TSLA,04/29/19-2019
460,48.412,47.738,48.842,47.4,47323140,$TSLA,04/30/19-2019
461,47.77,46.802,48.0,46.3,53521770,$TSLA,05/01/19-2019
462,49.104,48.82,49.426,47.544,90796695,$TSLA,05/02/19-2019
463,48.772,51.006,51.322,48.698,118533855,$TSLA,05/03/19-2019
464,50.004,51.068,51.66998,49.7,54169715,$TSLA,05/06/19-2019
465,51.36,49.412,51.442,49.02,50657040,$TSLA,05/07/19-2019
466,49.388,48.968,50.1198,48.84,30882200,$TSLA,05/08/19-2019
467,48.4,48.396,48.736,47.38868,33556910,$TSLA,05/09/19-2019
468,47.95,47.904,48.398,47.204,35041680,$TSLA,05/10/19-2019
469,46.402,45.402,46.494,44.9,54173980,$TSLA,05/13/19-2019
470,45.86,46.462,46.9,45.6,36262060,$TSLA,05/14/19-2019
471,45.864,46.39,46.488,45.05,36479880,$TSLA,05/15/19-2019
472,45.898,45.666,46.2,45.3,37416365,$TSLA,05/16/19-2019
473,44.392,42.206,44.448,41.784,88933330,$TSLA,05/17/19-2019
474,40.56,41.072,41.2,39.05,102630975,$TSLA,05/20/19-2019
475,39.552,41.016,41.48,39.208,90019495,$TSLA,05/21/19-2019
476,39.82,38.546,40.788,38.356,93425935,$TSLA,05/22/19-2019
477,38.868,39.098,39.893,37.244,132735710,$TSLA,05/23/19-2019
478,39.966,38.126,39.996,37.7501,70682860,$TSLA,05/24/19-2019
479,38.24,37.74,39.0,37.57,51564505,$TSLA,05/28/19-2019
480,37.42,37.972,38.478,37.00802,59843190,$TSLA,05/29/19-2019
481,37.75,37.644,38.451,37.404,39632375,$TSLA,05/30/19-2019
482,37.02,37.032,37.98408,36.82,52033660,$TSLA,05/31/19-2019
483,37.102,35.794,37.336,35.39838,65322050,$TSLA,06/03/19-2019
484,36.22,38.72,38.796,35.922,69037610,$TSLA,06/04/19-2019
485,39.736,39.318,40.25564,38.36972,67553780,$TSLA,06/05/19-2019
486,40.888,41.19,42.2,40.36,101210755,$TSLA,06/06/19-2019
487,41.0,40.9,42.16876,40.6998,80017635,$TSLA,06/07/19-2019
488,42.05,42.576,43.388,41.802,52925195,$TSLA,06/10/19-2019
489,43.8287,43.42,44.18,42.7,58267685,$TSLA,06/11/19-2019
490,44.59,41.852,44.676,41.8,75987720,$TSLA,06/12/19-2019
491,42.076,42.782,42.98,41.50206,40841300,$TSLA,06/13/19-2019
492,42.25,42.984,43.33,42.08,37167010,$TSLA,06/14/19-2019
493,43.096,45.006,45.4,42.854,61584015,$TSLA,06/17/19-2019
494,45.744,44.948,46.948,44.512,63578940,$TSLA,06/18/19-2019
495,45.022,45.286,45.554,44.212,32875675,$TSLA,06/19/19-2019
496,44.6,43.924,45.38,43.27,59317310,$TSLA,06/20/19-2019
497,43.244,44.372,44.436,43.1,41010390,$TSLA,06/21/19-2019
498,44.648,44.728,45.172,44.204,28753855,$TSLA,06/24/19-2019
499,44.878,43.952,45.068,43.898,30910355,$TSLA,06/25/19-2019
500,44.062,43.854,45.446,43.62,42536040,$TSLA,06/26/19-2019
501,43.89,44.568,44.58,43.47,31698550,$TSLA,06/27/19-2019
502,44.198,44.692,45.034,44.16,34256920,$TSLA,06/28/19-2019
503,46.042,45.434,46.6199,45.256,41189820,$TSLA,07/01/19-2019
504,45.778,44.91,45.83,44.444,46295135,$TSLA,07/02/19-2019
505,47.878,46.98,48.314,46.902,71005740,$TSLA,07/03/19-2019
506,46.914,46.62,47.09,46.16,35328690,$TSLA,07/05/19-2019
507,46.248,46.068,46.45,45.732,29402710,$TSLA,07/08/19-2019
508,45.794,46.012,46.2,45.456,30954175,$TSLA,07/09/19-2019
509,46.83,47.784,47.788,46.628,45728680,$TSLA,07/10/19-2019
510,47.628,47.72,48.3,47.16,37572150,$TSLA,07/11/19-2019
511,47.95,49.016,49.076,47.942,46002605,$TSLA,07/12/19-2019
512,49.6,50.7,50.884,48.972,55000460,$TSLA,07/15/19-2019
513,49.86,50.476,50.706,49.5865,40744945,$TSLA,07/16/19-2019
514,51.134,50.972,51.662,50.67,48823635,$TSLA,07/17/19-2019
515,51.01,50.708,51.15,50.377,23822415,$TSLA,07/18/19-2019
516,51.138,51.636,51.992,50.924,35242050,$TSLA,07/19/19-2019
517,51.75,51.136,52.431,50.83822,34231365,$TSLA,07/22/19-2019
518,51.342,52.034,52.096,50.9,25115605,$TSLA,07/23/19-2019
519,51.834,52.976,53.214,51.63202,55364175,$TSLA,07/24/19-2019
520,46.7,45.764,46.9,45.11002,112091260,$TSLA,07/25/19-2019
521,45.384,45.608,46.052,44.45,50138485,$TSLA,07/26/19-2019
522,45.418,47.154,47.188,45.2065,46366655,$TSLA,07/29/19-2019
523,46.58,48.452,48.672,46.436,40545070,$TSLA,07/30/19-2019
524,48.6,48.322,49.336,47.33002,45891040,$TSLA,07/31/19-2019
525,48.53,46.77,48.902,46.354,41297580,$TSLA,08/01/19-2019
526,46.27,46.868,47.254,45.846,30682405,$TSLA,08/02/19-2019
527,45.92,45.664,46.27346,45.155,35141395,$TSLA,08/05/19-2019
528,46.376,46.15,46.5,45.15,27821000,$TSLA,08/06/19-2019
529,45.3,46.684,46.71376,45.16,23882500,$TSLA,08/07/19-2019
530,46.89,47.66,47.96,46.53,26371745,$TSLA,08/08/19-2019
531,47.2107,47.002,47.792,46.762,19491220,$TSLA,08/09/19-2019
532,46.598,45.802,47.154,45.75,23319685,$TSLA,08/12/19-2019
533,45.762,47.0,47.2,45.51,24344990,$TSLA,08/13/19-2019
534,46.242,43.924,46.3,43.338,47812955,$TSLA,08/14/19-2019
535,44.172,43.128,44.312,42.31,41159760,$TSLA,08/15/19-2019
536,43.332,43.988,44.448,43.204,26036880,$TSLA,08/16/19-2019
537,44.842,45.366,45.566,44.34,26558740,$TSLA,08/19/19-2019
538,45.524,45.172,45.818,44.908,20852635,$TSLA,08/20/19-2019
539,44.402,44.166,44.644,43.52,38998720,$TSLA,08/21/19-2019
540,44.56,44.43,45.08,43.644,32824820,$TSLA,08/22/19-2019
541,43.994,42.28,44.234,42.2,42798520,$TSLA,08/23/19-2019
542,42.72,43.0,43.004,42.308,25272070,$TSLA,08/26/19-2019
543,43.148,42.816,43.76,42.406,27103635,$TSLA,08/27/19-2019
544,42.738,43.118,43.45,42.462,16193125,$TSLA,08/28/19-2019
545,43.8,44.342,44.68,43.6,25915520,$TSLA,08/29/19-2019
546,45.83,45.122,46.488,44.8426,46638875,$TSLA,08/30/19-2019
547,44.816,45.002,45.79,44.632,26802730,$TSLA,09/03/19-2019
548,45.378,44.136,45.692,43.841,28843480,$TSLA,09/04/19-2019
549,44.5,45.916,45.96,44.17,37016610,$TSLA,09/05/19-2019
550,45.44,45.49,45.928,45.034,20946860,$TSLA,09/06/19-2019
551,46.0,46.358,46.752,45.846,24013345,$TSLA,09/09/19-2019
552,46.16,47.108,47.108,45.788,24418570,$TSLA,09/10/19-2019
553,47.476,49.42,49.63482,47.2,50213885,$TSLA,09/11/19-2019
554,49.54,49.174,50.7,48.88,42906050,$TSLA,09/12/19-2019
555,49.392,49.04,49.69,48.973,26565725,$TSLA,09/13/19-2019
556,49.2,48.562,49.486,48.234,23640480,$TSLA,09/16/19-2019
557,48.494,48.958,49.12,48.074,19734545,$TSLA,09/17/19-2019
558,49.0,48.698,49.6337,48.474,21140515,$TSLA,09/18/19-2019
559,49.2,49.32,49.588,48.968,24415675,$TSLA,09/19/19-2019
560,49.298,48.124,49.3892,47.632,32531320,$TSLA,09/20/19-2019
561,48.0,48.246,49.03588,47.844,21958150,$TSLA,09/23/19-2019
562,48.304,44.642,48.398,44.522,64705560,$TSLA,09/24/19-2019
563,44.912,45.74,45.796,43.672,47221430,$TSLA,09/25/19-2019
564,46.132,48.512,48.662,45.48,60393925,$TSLA,09/26/19-2019
565,48.44,48.426,49.742,47.746,55615895,$TSLA,09/27/19-2019
566,48.6,48.174,48.796,47.22222,29730805,$TSLA,09/30/19-2019
567,48.3,48.938,49.19,47.826,30981450,$TSLA,10/01/19-2019
568,48.658,48.626,48.93,47.886,31282740,$TSLA,10/02/19-2019
569,46.372,46.606,46.896,44.856,75688815,$TSLA,10/03/19-2019
570,46.322,46.286,46.956,45.614,40105900,$TSLA,10/04/19-2019
571,45.96,47.544,47.712,45.71,40434785,$TSLA,10/07/19-2019
572,47.174,48.01,48.788,46.9,43511690,$TSLA,10/08/19-2019
573,48.264,48.906,49.459,48.13,34675165,$TSLA,10/09/19-2019
574,49.056,48.948,49.856,48.316,31567085,$TSLA,10/10/19-2019
575,49.43,49.578,50.216,49.362,42440795,$TSLA,10/11/19-2019
576,49.58,51.392,51.71,49.426,51134315,$TSLA,10/14/19-2019
577,51.54,51.578,52.0,50.824,32397280,$TSLA,10/15/19-2019
578,51.478,51.95,52.42,51.384,33521515,$TSLA,10/16/19-2019
579,52.5,52.394,52.956,52.034,23895215,$TSLA,10/17/19-2019
580,52.14,51.39,52.56,51.02,28768330,$TSLA,10/18/19-2019
581,51.666,50.7,51.9,50.036,25540505,$TSLA,10/21/19-2019
582,50.864,51.116,51.666,50.17,23125475,$TSLA,10/22/19-2019
583,50.9,50.936,51.228,50.27,56080910,$TSLA,10/23/19-2019
584,59.674,59.936,60.986,57.84,149096155,$TSLA,10/24/19-2019
585,59.544,65.626,66.0,59.222,150030455,$TSLA,10/25/19-2019
586,65.508,65.542,68.168,64.52,94351430,$TSLA,10/28/19-2019
587,63.998,63.244,64.86,62.95,63421335,$TSLA,10/29/19-2019
588,62.6,63.002,63.758,61.994,48209050,$TSLA,10/30/19-2019
589,62.62,62.984,63.8,62.6,25334780,$TSLA,10/31/19-2019
590,63.264,62.662,63.296,61.96,31919645,$TSLA,11/01/19-2019
591,62.96,63.494,64.388,61.852,43935200,$TSLA,11/04/19-2019
592,63.924,63.444,64.702,63.2236,34717085,$TSLA,11/05/19-2019
593,63.6,65.316,65.344,62.9,39704660,$TSLA,11/06/19-2019
594,65.828,67.108,68.3,65.604,72336740,$TSLA,11/07/19-2019
595,66.9,67.428,67.492,66.5,30371105,$TSLA,11/08/19-2019
596,68.79,69.018,69.838,68.4,49968445,$TSLA,11/11/19-2019
597,69.38,69.986,70.074,68.808,36796915,$TSLA,11/12/19-2019
598,71.0,69.222,71.266,69.036,42339315,$TSLA,11/13/19-2019
599,69.222,69.87,70.768,68.582,32358515,$TSLA,11/14/19-2019
600,70.128,70.434,70.56,69.672,24062815,$TSLA,11/15/19-2019
601,70.5833,69.998,70.63,69.22,22042525,$TSLA,11/18/19-2019
602,70.35,71.904,71.998,69.56,38680390,$TSLA,11/19/19-2019
603,72.0,70.444,72.24,69.914,33669825,$TSLA,11/20/19-2019
604,70.902,70.966,72.168,70.80078,30550065,$TSLA,11/21/19-2019
605,68.032,66.608,68.2,66.0,84353210,$TSLA,11/22/19-2019
606,68.864,67.268,68.914,66.892,61728825,$TSLA,11/25/19-2019
607,67.054,65.784,67.1,65.42,39781195,$TSLA,11/26/19-2019
608,66.224,66.258,66.786,65.714,27817295,$TSLA,11/27/19-2019
609,66.222,65.988,66.252,65.5,12328145,$TSLA,11/29/19-2019
610,65.88,66.974,67.27654,65.7374,30409930,$TSLA,12/02/19-2019
611,66.524,67.24,67.582,66.4372,33067380,$TSLA,12/03/19-2019
612,67.55,66.606,67.572,66.57,27681275,$TSLA,12/04/19-2019
613,66.566,66.074,66.88454,65.45,18684880,$TSLA,12/05/19-2019
614,67.0,67.178,67.772,66.954,38094685,$TSLA,12/06/19-2019
615,67.318,67.906,68.89,67.016,45201085,$TSLA,12/09/19-2019
616,67.992,69.768,70.146,67.862,44199755,$TSLA,12/10/19-2019
617,70.3753,70.54,71.43798,70.218,34595810,$TSLA,12/11/19-2019
618,70.984,71.936,72.548,70.646,38881055,$TSLA,12/12/19-2019
619,72.21,71.678,73.042,70.928,32871405,$TSLA,12/13/19-2019
620,72.51,76.3,76.722,72.5,91104700,$TSLA,12/16/19-2019
621,75.798,75.798,77.1,75.18,42518875,$TSLA,12/17/19-2019
622,76.126,78.63,79.044,76.116,70681960,$TSLA,12/18/19-2019
623,79.464,80.808,81.37,79.3,90601535,$TSLA,12/19/19-2019
624,82.058,81.118,82.6,80.037,73926030,$TSLA,12/20/19-2019
625,82.356,83.844,84.402,82.0,66664105,$TSLA,12/23/19-2019
626,83.672,85.05,85.094,82.5375,40273600,$TSLA,12/24/19-2019
627,85.582,86.188,86.696,85.27,53241445,$TSLA,12/26/19-2019
628,87.0,86.076,87.062,85.222,49784135,$TSLA,12/27/19-2019
629,85.758,82.94,85.8,81.85178,63006325,$TSLA,12/30/19-2019
630,81.00006,83.666,84.258,80.416,51462280,$TSLA,12/31/19-2019
631,84.9,86.052,86.13914,84.342,47791930,$TSLA,01/02/20-2020
632,88.1,88.602,90.8,87.384,88973485,$TSLA,01/03/20-2020
633,88.094,90.308,90.312,88.0,50787495,$TSLA,01/06/20-2020
634,92.28,93.812,94.326,90.671,91045690,$TSLA,01/07/20-2020
635,94.74,98.428,99.698,93.646,155996965,$TSLA,01/08/20-2020
636,99.42,96.268,99.76,94.574,142315930,$TSLA,01/09/20-2020
637,96.358,95.63,96.988,94.74,64884160,$TSLA,01/10/20-2020
638,98.7,104.972,105.126,98.4,133172735,$TSLA,01/13/20-2020
639,108.851,107.584,109.482,104.98,145306885,$TSLA,01/14/20-2020
640,105.952,103.7,107.568,103.35706,86844155,$TSLA,01/15/20-2020
641,98.75,102.698,102.892,98.434,108683265,$TSLA,01/16/20-2020
642,101.522,102.1,103.13398,100.632,68145365,$TSLA,01/17/20-2020
643,106.05,109.44,109.716,105.682,89017355,$TSLA,01/21/20-2020
644,114.378,113.912,118.9,111.82,156845140,$TSLA,01/22/20-2020
645,112.85,114.44,116.4,111.12054,98255210,$TSLA,01/23/20-2020
646,114.126,112.964,114.772,110.852,71768000,$TSLA,01/24/20-2020
647,108.398,111.604,112.888,107.856,68040340,$TSLA,01/27/20-2020
648,113.698,113.38,115.362,111.616,58942465,$TSLA,01/28/20-2020
649,115.138,116.198,117.95998,113.486,91083360,$TSLA,01/29/20-2020
650,126.484,128.162,130.176,123.6,145028380,$TSLA,01/30/20-2020
651,128.0,130.114,130.6,126.504,78596330,$TSLA,01/31/20-2020
652,134.738,156.0,157.228,134.704,236167475,$TSLA,02/03/20-2020
653,176.592,177.412,193.79798,166.776,304693790,$TSLA,02/04/20-2020
654,164.652,146.94,169.196,140.82212,242119185,$TSLA,02/05/20-2020
655,139.984,149.792,159.166,137.4,199403760,$TSLA,02/06/20-2020
656,146.11,149.614,153.95,146.0,85317605,$TSLA,02/07/20-2020
657,160.0,154.256,163.998,150.48,123445815,$TSLA,02/10/20-2020
658,153.758,154.876,156.70122,151.6,58487365,$TSLA,02/11/20-2020
659,155.574,153.458,157.95,152.674,60112350,$TSLA,02/12/20-2020
660,148.368,160.8,163.6,147.0,131446740,$TSLA,02/13/20-2020
661,157.444,160.006,162.594,157.1,78468555,$TSLA,02/14/20-2020
662,168.32,171.68,172.0,166.472,83491845,$TSLA,02/18/20-2020
663,184.7,183.484,188.956,180.204,127114790,$TSLA,02/19/20-2020
664,182.39,179.882,182.4,171.988,88174465,$TSLA,02/20/20-2020
665,181.396,180.2,182.612,176.09,71697230,$TSLA,02/21/20-2020
666,167.8,166.758,172.7,164.44,75960815,$TSLA,02/24/20-2020
667,169.8,159.982,171.32,157.4,86452405,$TSLA,02/25/20-2020
668,156.5,155.76,162.662,155.222,70769215,$TSLA,02/26/20-2020
669,146.0,135.8,147.954,133.8,121385800,$TSLA,02/27/20-2020
670,125.94,133.598,138.104,122.304,122820855,$TSLA,02/28/20-2020
671,142.252,148.724,148.738,137.334,100974955,$TSLA,03/02/20-2020
672,161.0,149.102,161.396,143.22212,128920015,$TSLA,03/03/20-2020
673,152.79206,149.9,153.304,144.9469,75244885,$TSLA,03/04/20-2020
674,144.754,144.908,149.15,143.614,54263285,$TSLA,03/05/20-2020
675,138.0007,140.696,141.4,136.854,63314590,$TSLA,03/06/20-2020
676,121.078,121.6,132.5996,121.0,85368700,$TSLA,03/09/20-2020
677,131.886,129.066,133.6,121.6,77972215,$TSLA,03/10/20-2020
678,128.04,126.846,130.716,122.6,67067935,$TSLA,03/11/20-2020
679,116.178,112.11,118.9,109.25,94545260,$TSLA,03/12/20-2020
680,119.0,109.324,121.514,100.4,113201270,$TSLA,03/13/20-2020
681,93.89994,89.014,98.97398,88.434,102447320,$TSLA,03/16/20-2020
682,88.002,86.04,94.37,79.2,119972900,$TSLA,03/17/20-2020
683,77.8,72.244,80.972,70.102,118930810,$TSLA,03/18/20-2020
684,74.9393,85.528,90.4,71.692,150977300,$TSLA,03/19/20-2020
685,87.64,85.506,95.4,85.158,141427510,$TSLA,03/20/20-2020
686,86.72,86.858,88.39998,82.1,82272745,$TSLA,03/23/20-2020
687,95.46,101.0,102.738,94.8,114475850,$TSLA,03/24/20-2020
688,109.05,107.85,111.4,102.222,106113725,$TSLA,03/25/20-2020
689,109.478,105.632,112.0,102.45,87110410,$TSLA,03/26/20-2020
690,101.0,102.872,105.16,98.806,71887040,$TSLA,03/27/20-2020
691,102.052,100.426,103.32942,98.246,59990335,$TSLA,03/30/20-2020
692,100.25,104.8,108.592,99.4,88857425,$TSLA,03/31/20-2020
693,100.8,96.312,102.79096,95.02,66765900,$TSLA,04/01/20-2020
694,96.206,90.894,98.85198,89.28,99292135,$TSLA,04/02/20-2020
695,101.9,96.002,103.098,93.67802,112810380,$TSLA,04/03/20-2020
696,102.24,103.248,104.2,99.592,74509180,$TSLA,04/06/20-2020
697,109.0,109.09,113.0,106.468,89598920,$TSLA,04/07/20-2020
698,110.84,109.768,111.44162,106.666,63280120,$TSLA,04/08/20-2020
699,112.418,114.6,115.03636,111.422,68250000,$TSLA,04/09/20-2020
700,118.032,130.19,130.4,116.106,112377105,$TSLA,04/13/20-2020
701,139.794,141.978,148.376,138.486,152882555,$TSLA,04/14/20-2020
702,148.4,145.966,150.626,142.0,117885005,$TSLA,04/15/20-2020
703,143.388,149.042,151.89,141.343,103289310,$TSLA,04/16/20-2020
704,154.456,150.778,154.99,149.532,65641185,$TSLA,04/17/20-2020
705,146.54,149.272,153.114,142.442,73732885,$TSLA,04/20/20-2020
706,146.024,137.344,150.666,134.758,101045465,$TSLA,04/21/20-2020
707,140.796,146.422,146.8,137.742,71124155,$TSLA,04/22/20-2020
708,145.52,141.126,146.8,140.626,66183485,$TSLA,04/23/20-2020
709,142.162,145.03,146.146,139.636,66188060,$TSLA,04/24/20-2020
710,147.522,159.75,159.898,147.0,103407210,$TSLA,04/27/20-2020
711,159.128,153.824,161.0,151.338,76109820,$TSLA,04/28/20-2020
712,158.034,160.102,160.63998,156.632,81079910,$TSLA,04/29/20-2020
713,171.038,156.376,173.964,152.7,142359270,$TSLA,04/30/20-2020
714,151.0,140.264,154.554,136.608,162659035,$TSLA,05/01/20-2020
715,140.2,152.238,152.4,139.6,96185450,$TSLA,05/04/20-2020
716,157.958,153.642,159.784,152.436,84958280,$TSLA,05/05/20-2020
717,155.3,156.516,157.96,152.222,55616155,$TSLA,05/06/20-2020
718,155.442,156.008,159.28,154.47,57638430,$TSLA,05/07/20-2020
719,158.754,163.884,164.8,157.402,80650435,$TSLA,05/08/20-2020
720,158.102,162.258,164.8,157.0,82598005,$TSLA,05/11/20-2020
721,165.4,161.882,168.658,161.6,79534525,$TSLA,05/12/20-2020
722,164.166,158.192,165.2,152.66,95327455,$TSLA,05/13/20-2020
723,156.0,160.666,160.672,152.8,68410940,$TSLA,05/14/20-2020
724,158.07,159.834,161.00972,157.3104,52592140,$TSLA,05/15/20-2020
725,165.556,162.726,166.94402,160.776,58490510,$TSLA,05/18/20-2020
726,163.034,161.602,164.414,161.216,48182610,$TSLA,05/19/20-2020
727,164.1,163.112,165.2,162.36,36546355,$TSLA,05/20/20-2020
728,163.2,165.52,166.5,159.2,61272920,$TSLA,05/21/20-2020
729,164.4347,163.376,166.356,162.4,49937375,$TSLA,05/22/20-2020
730,166.9,163.774,166.92,163.141,40448680,$TSLA,05/26/20-2020
731,164.172,164.046,165.542,157.0,57747650,$TSLA,05/27/20-2020
732,162.702,161.162,164.95,160.338,36378870,$TSLA,05/28/20-2020
733,161.75,167.0,167.0,160.842,59062445,$TSLA,05/29/20-2020
734,171.6,179.62,179.8,170.82,75426485,$TSLA,06/01/20-2020
735,178.94,176.312,181.732,174.2,67827980,$TSLA,06/02/20-2020
736,177.624,176.592,179.588,176.02,39747345,$TSLA,06/03/20-2020
737,177.976,172.876,179.15,171.688,44438565,$TSLA,06/04/20-2020
738,175.568,177.132,177.304,173.24,39059585,$TSLA,06/05/20-2020
739,183.8,189.984,190.0,181.832,70873635,$TSLA,06/08/20-2020
740,188.002,188.134,190.88798,184.7862,56940770,$TSLA,06/09/20-2020
741,198.376,205.01,205.496,196.5,92817065,$TSLA,06/10/20-2020
742,198.04,194.568,203.79198,194.4,79582410,$TSLA,06/11/20-2020
743,196.0,187.056,197.596,182.52,83816870,$TSLA,06/12/20-2020
744,183.558,198.18,199.768,181.7,78485890,$TSLA,06/15/20-2020
745,202.37,196.426,202.576,192.478,70255390,$TSLA,06/16/20-2020
746,197.542,198.358,201.0,196.5142,49454000,$TSLA,06/17/20-2020
