BUY,$DIS,156.73,02/16/22-2022
BUY,$DIS,148.65,03/03/22-2022
BUY,$DIS,138.98,03/16/22-2022
BUY,$DIS,139.76,03/23/22-2022
BUY,$DIS,139.6274,03/28/22-2022
BUY,$DIS,139.2,04/05/22-2022
BUY,$DIS,132.89,04/13/22-2022
BUY,$DIS,116.44,05/04/22-2022
