TSLA Apr 22 2022 1040 Put (Weekly),"Tesla, Inc.  - Common Stock",1040.0,False,1067.11,1067.6899,9.4,9.15,9.175,-0.347,0.01,-4.236,0.264,9.15,53.986,29.0,2022-04-21 14:53:38,2022-04-22 20:00:00
TSLA Apr 22 2022 1045 Put (Weekly),"Tesla, Inc.  - Common Stock",1045.0,False,1067.11,1067.6899,11.25,11.0,11.0,-0.396,0.01,-4.387,0.275,11.11,53.605,29.0,2022-04-21 14:53:38,2022-04-22 20:00:00
TSLA Apr 22 2022 1050 Put (Weekly),"Tesla, Inc.  - Common Stock",1050.0,False,1067.11,1067.6899,13.3,13.1,13.1,-0.448,0.01,-4.476,0.283,13.28,53.317,29.0,2022-04-21 14:53:38,2022-04-22 20:00:00
TSLA Apr 22 2022 1055 Put (Weekly),"Tesla, Inc.  - Common Stock",1055.0,True,1067.11,1067.6899,15.8,15.45,15.425,-0.5,0.011,-4.48,0.285,14.69,52.914,29.0,2022-04-21 14:53:38,2022-04-22 20:00:00
TSLA Apr 22 2022 1060 Put (Weekly),"Tesla, Inc.  - Common Stock",1060.0,True,1067.11,1067.6899,18.4,18.1,18.15,-0.552,0.01,-4.446,0.283,12.02,52.993,29.0,2022-04-21 14:53:38,2022-04-22 20:00:00
TSLA Apr 22 2022 1065 Put (Weekly),"Tesla, Inc.  - Common Stock",1065.0,True,1067.11,1067.6899,21.5,21.1,21.125,-0.603,0.01,-4.335,0.275,10.34,53.047,29.0,2022-04-21 14:53:38,2022-04-22 20:00:00
TSLA Apr 29 2022 1040 Put (Weekly),"Tesla, Inc.  - Common Stock",1040.0,False,1067.11,1067.6899,26.25,25.9,25.925,-0.415,0.005,-1.842,0.633,25.6,50.705,29.0,2022-04-21 14:53:38,2022-04-29 20:00:00
TSLA Apr 29 2022 1045 Put (Weekly),"Tesla, Inc.  - Common Stock",1045.0,False,1067.11,1067.6899,28.45,28.05,28.075,-0.439,0.005,-1.855,0.641,28.37,50.491,29.0,2022-04-21 14:53:38,2022-04-29 20:00:00
TSLA Apr 29 2022 1050 Put (Weekly),"Tesla, Inc.  - Common Stock",1050.0,False,1067.11,1067.6899,30.8,30.35,30.425,-0.463,0.005,-1.865,0.645,30.45,50.401,29.0,2022-04-21 14:53:38,2022-04-29 20:00:00
TSLA Apr 29 2022 1055 Put (Weekly),"Tesla, Inc.  - Common Stock",1055.0,True,1067.11,1067.6899,33.3,32.75,32.826,-0.487,0.005,-1.864,0.648,31.54,50.202,29.0,2022-04-21 14:53:38,2022-04-29 20:00:00
TSLA Apr 29 2022 1060 Put (Weekly),"Tesla, Inc.  - Common Stock",1060.0,True,1067.11,1067.6899,35.9,35.35,35.426,-0.512,0.005,-1.861,0.648,29.54,50.122,29.0,2022-04-21 14:53:38,2022-04-29 20:00:00
TSLA Apr 29 2022 1065 Put (Weekly),"Tesla, Inc.  - Common Stock",1065.0,True,1067.11,1067.6899,38.65,38.05,38.126,-0.536,0.005,-1.85,0.646,27.34,50.01,29.0,2022-04-21 14:53:38,2022-04-29 20:00:00
TSLA May 6 2022 1040 Put (Weekly),"Tesla, Inc.  - Common Stock",1040.0,False,1067.11,1067.6899,39.05,37.75,38.075,-0.427,0.003,-1.411,0.857,38.0,52.083,29.0,2022-04-21 14:53:38,2022-05-06 20:00:00
TSLA May 6 2022 1045 Put (Weekly),"Tesla, Inc.  - Common Stock",1045.0,False,1067.11,1067.6899,41.35,40.1,40.425,-0.445,0.003,-1.419,0.863,40.0,52.035,29.0,2022-04-21 14:53:38,2022-05-06 20:00:00
TSLA May 6 2022 1050 Put (Weekly),"Tesla, Inc.  - Common Stock",1050.0,False,1067.11,1067.6899,43.6,42.45,42.75,-0.462,0.004,-1.421,0.868,42.81,51.856,29.0,2022-04-21 14:53:38,2022-05-06 20:00:00
TSLA May 6 2022 1055 Put (Weekly),"Tesla, Inc.  - Common Stock",1055.0,True,1067.11,1067.6899,46.2,44.8,45.23,-0.48,0.004,-1.423,0.87,44.04,51.755,29.0,2022-04-21 14:53:38,2022-05-06 20:00:00
