0,61.28,61.76,62.47,61.23,6523526,$TFC,10/18/21-2021
1,62.05,62.57,62.7,61.85,4086891,$TFC,10/19/21-2021
2,62.38,63.88,63.89,62.2,4236270,$TFC,10/20/21-2021
3,63.88,63.58,64.31,63.23,3704167,$TFC,10/21/21-2021
4,63.8,64.44,64.78,63.8,4156858,$TFC,10/22/21-2021
5,64.77,64.57,64.92,64.4,3360637,$TFC,10/25/21-2021
6,64.67,64.44,64.91,64.22,4164977,$TFC,10/26/21-2021
7,64.08,63.01,64.49,63.0,4640224,$TFC,10/27/21-2021
8,63.37,63.89,63.995,63.32,4121758,$TFC,10/28/21-2021
9,63.97,63.47,64.19,63.44,4994781,$TFC,10/29/21-2021
10,64.0,64.43,64.59,63.83,3412239,$TFC,11/01/21-2021
11,64.18,64.3,64.83,64.04,4159145,$TFC,11/02/21-2021
12,64.11,65.14,65.42,63.81,4515326,$TFC,11/03/21-2021
13,64.72,63.76,64.96,63.185,3963833,$TFC,11/04/21-2021
14,64.45,64.29,64.9299,63.925,3552155,$TFC,11/05/21-2021
15,64.45,64.77,64.955,64.41,4851869,$TFC,11/08/21-2021
16,64.31,64.74,65.145,64.31,4232634,$TFC,11/09/21-2021
17,64.52,63.89,64.9,63.835,4484959,$TFC,11/10/21-2021
18,63.77,63.44,64.1,63.38,2830354,$TFC,11/11/21-2021
19,63.37,62.7,63.47,62.31,6044032,$TFC,11/12/21-2021
20,62.97,63.28,63.38,62.76,3138132,$TFC,11/15/21-2021
21,63.44,63.55,63.86,63.04,2939119,$TFC,11/16/21-2021
22,63.32,62.43,63.43,62.25,3247745,$TFC,11/17/21-2021
23,62.38,61.87,62.64,61.46,3293029,$TFC,11/18/21-2021
24,61.23,60.64,61.3,59.97,4654536,$TFC,11/19/21-2021
25,61.56,62.12,62.82,61.24,3907320,$TFC,11/22/21-2021
26,62.64,62.91,62.99,62.41,3771743,$TFC,11/23/21-2021
27,62.74,62.89,63.48,62.48,3114882,$TFC,11/24/21-2021
28,60.44,60.08,60.7,58.8,5189624,$TFC,11/26/21-2021
29,62.08,61.06,63.09,60.17,6465335,$TFC,11/29/21-2021
30,59.95,59.31,60.36,59.05,7545751,$TFC,11/30/21-2021
31,60.89,58.35,61.42,58.3,5346911,$TFC,12/01/21-2021
32,58.99,60.38,60.92,58.77,4901782,$TFC,12/02/21-2021
33,60.37,58.48,60.53,58.13,6796693,$TFC,12/03/21-2021
34,59.56,59.5,60.29,58.88,7772978,$TFC,12/06/21-2021
35,59.99,60.58,61.015,59.75,5396346,$TFC,12/07/21-2021
36,60.64,59.76,60.93,59.725,4300923,$TFC,12/08/21-2021
37,59.36,59.62,60.0,58.89,3973951,$TFC,12/09/21-2021
38,60.09,59.39,60.15,58.845,3162620,$TFC,12/10/21-2021
39,59.06,58.0,59.3,57.78,6036295,$TFC,12/13/21-2021
40,58.32,58.66,59.43,58.22,5715387,$TFC,12/14/21-2021
41,58.92,58.57,59.26,57.8,4855334,$TFC,12/15/21-2021
42,59.31,59.18,60.38,59.0,5427206,$TFC,12/16/21-2021
43,59.03,57.11,59.11,56.76,9614053,$TFC,12/17/21-2021
44,56.21,55.67,56.38,54.73,5968149,$TFC,12/20/21-2021
45,56.42,57.12,57.35,56.3,4589723,$TFC,12/21/21-2021
46,56.94,57.34,57.445,56.74,3935851,$TFC,12/22/21-2021
47,57.84,57.77,58.39,57.6,3189063,$TFC,12/23/21-2021
48,58.0,58.46,58.46,57.38,2597824,$TFC,12/27/21-2021
49,58.37,58.7,58.92,58.19,2736454,$TFC,12/28/21-2021
50,59.07,58.78,59.13,58.53,2623489,$TFC,12/29/21-2021
51,58.97,58.5,59.34,58.435,2786977,$TFC,12/30/21-2021
52,58.28,58.55,58.875,58.27,2863216,$TFC,12/31/21-2021
